Match,Date,Start Time,Innings,Over,Ball,Innings Ball,Batter,Bowler,Runs,Extra Runs,Bowler Extra Runs,Extra,Line,Length,Shot,Feet,Secondary Feet,Connection,Delivery,Speed,Appeal Type,On-Field Decision,Referral Decision,Wicket,Dismissed Batter,FieldX,FieldY,ArrivalX,ArrivalY,Events,User Events,Around the Wicket,Keeper Up,Fielder1,Fielder1 Events,Fielder1 Position,Fielder2,Fielder2 Events,Fielder2 Position,Fielder3,Fielder3 Events,Fielder3 Position,Fielder4,Fielder4 Events,Fielder4 Position,Batting Hand,Bowler Type,Timestamp,Runs Saved or Lost,Toss Won By,Toss Decision,Ground End,Non-Striker,Team Runs,Team Wickets,Batting Position,Power Play,Day,Session,Pitch Number,Umpire,Result,Winning Team,Losing Team,Batting Team,Bowling Team,Venue,User,Analysis Key Moment,Video Key Moment,Breaks,Temperature C,Humidity,Pressure hPa,Legal Ball,Actual Ball,Free Hit,Partnership Number,Cumulative Batter Balls,Cumulative Batter Runs,Bowling Spell,Bowling Over In Spell,Batter Coming In Over,Run Rate At Start,Run Rate After,Req Run Rate At Start,Req Run Rate After,PitchX,PitchY,ReleaseX,ReleaseY,ReleaseZ,BounceSpeed,StumpSpeed,DropSpeed,ImpactX,ImpactY,ImpactZ,LandingX,LandingY,Deviation,SwingAngle,DropAngle,BounceAngle,ReleaseAngle,ReleaseAccelerationY,ReleaseAccelerationZ,PastX,PastY,PastZ,Speed Radar,Speed External,Analyst Pitch Length,Analyst Pitch Line,External PitchX,External PitchY,Analyst Arrival Line,Analyst Arrival Height,Ball Type,Ball Colour
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,18,2,104,J Chapman,Ben Richmond,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:09:40.307,0,Wolvercote CC 3rd XI,Bowl,North,Brian George,49,5,6,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,2,No,6,5,1,1,1,16,2.80,2.83,6.57,6.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,18,3,105,Brian George,Ben Richmond,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:10:01,0,Wolvercote CC 3rd XI,Bowl,North,J Chapman,49,5,7,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,3,No,6,3,0,1,1,17,2.83,2.80,6.58,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,18,4,106,Brian George,Ben Richmond,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:10:34.483,0,Wolvercote CC 3rd XI,Bowl,North,J Chapman,49,5,7,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,4,No,6,4,0,1,1,17,2.80,2.77,6.62,6.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,18,5,107,Brian George,Ben Richmond,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:10:51.207,0,Wolvercote CC 3rd XI,Bowl,North,J Chapman,49,5,7,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,5,No,6,5,0,1,1,17,2.77,2.75,6.66,6.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,18,6,108,Brian George,Ben Richmond,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:11:05.427,0,Wolvercote CC 3rd XI,Bowl,North,J Chapman,49,5,7,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,6,No,6,6,0,1,1,17,2.75,2.72,6.70,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,19,1,109,J Chapman,Jon Timms,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:11:30.49,0,Wolvercote CC 3rd XI,Bowl,South,Brian George,49,5,6,2,1,1,,Andrew Coate,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,1,No,6,6,1,1,4,16,2.72,2.70,6.74,6.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,19,2,110,J Chapman,Jon Timms,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:12:08.03,0,Wolvercote CC 3rd XI,Bowl,South,Brian George,49,5,6,2,1,1,,Andrew Coate,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,2,No,6,7,1,1,4,16,2.70,2.67,6.78,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,19,3,111,J Chapman,Jon Timms,4,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:12:44.54,0,Wolvercote CC 3rd XI,Bowl,South,Brian George,53,5,6,2,1,1,,Andrew Coate,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,3,No,6,8,5,1,4,16,2.67,2.86,6.83,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,19,4,112,J Chapman,Jon Timms,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:12:44.77,0,Wolvercote CC 3rd XI,Bowl,South,Brian George,53,5,6,2,1,1,,Andrew Coate,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,4,No,6,9,5,1,4,16,2.86,2.84,6.72,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,19,5,113,J Chapman,Jon Timms,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:13:13.657,0,Wolvercote CC 3rd XI,Bowl,South,Brian George,53,5,6,2,1,1,,Andrew Coate,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,5,No,6,10,5,1,4,16,2.84,2.81,6.76,6.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,19,6,114,J Chapman,Jon Timms,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:13:36.73,0,Wolvercote CC 3rd XI,Bowl,South,Brian George,53,5,6,2,1,1,,Andrew Coate,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,6,No,6,11,5,1,4,16,2.81,2.79,6.80,6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,20,1,115,Brian George,Ben Richmond,4,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:15:06.34,0,Wolvercote CC 3rd XI,Bowl,North,J Chapman,57,5,7,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,1,No,6,7,4,1,2,17,2.79,2.97,6.85,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,20,2,116,Brian George,Ben Richmond,2,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:15:06.57,0,Wolvercote CC 3rd XI,Bowl,North,J Chapman,59,5,7,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,2,No,6,8,6,1,2,17,2.97,3.05,6.74,6.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,20,3,117,Brian George,Ben Richmond,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:15:44.027,0,Wolvercote CC 3rd XI,Bowl,North,J Chapman,59,5,7,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,3,No,6,9,6,1,2,17,3.05,3.03,6.70,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,20,4,118,Brian George,Ben Richmond,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:16:02.72,0,Wolvercote CC 3rd XI,Bowl,North,J Chapman,59,5,7,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,4,No,6,10,6,1,2,17,3.03,3.00,6.75,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,20,5,119,Brian George,Ben Richmond,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:16:40.287,0,Wolvercote CC 3rd XI,Bowl,North,J Chapman,60,5,7,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,5,No,6,11,7,1,2,17,3.00,3.03,6.79,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,20,6,120,J Chapman,Ben Richmond,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:16:59.813,0,Wolvercote CC 3rd XI,Bowl,North,Brian George,60,5,6,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,6,No,6,12,5,1,2,16,3.03,3.00,6.79,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,21,1,121,Brian George,Jon Timms,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:17:31.323,0,Wolvercote CC 3rd XI,Bowl,South,J Chapman,60,5,7,2,1,1,,Andrew Coate,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,1,No,6,12,7,1,5,17,3.00,2.98,6.84,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,21,2,122,Brian George,Jon Timms,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:18:02.293,0,Wolvercote CC 3rd XI,Bowl,South,J Chapman,61,5,7,2,1,1,,Andrew Coate,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,2,No,6,13,8,1,5,17,2.98,3.00,6.89,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,21,3,123,J Chapman,Jon Timms,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:18:30.367,0,Wolvercote CC 3rd XI,Bowl,South,Brian George,62,5,6,2,1,1,,Andrew Coate,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,3,No,6,13,6,1,5,16,3.00,3.02,6.89,6.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,21,4,124,Brian George,Jon Timms,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:18:59.823,0,Wolvercote CC 3rd XI,Bowl,South,J Chapman,62,5,7,2,1,1,,Andrew Coate,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,4,No,6,14,8,1,5,17,3.02,3.00,6.90,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,21,5,125,Brian George,Jon Timms,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:19:18.397,0,Wolvercote CC 3rd XI,Bowl,South,J Chapman,62,5,7,2,1,1,,Andrew Coate,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,5,No,6,15,8,1,5,17,3.00,2.98,6.95,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,21,6,126,Brian George,Jon Timms,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:19:32.413,0,Wolvercote CC 3rd XI,Bowl,South,J Chapman,62,5,7,2,1,1,,Andrew Coate,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,6,No,6,16,8,1,5,17,2.98,2.95,6.99,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,22,1,127,J Chapman,Sooraj Pradeep,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:19:46.037,0,Wolvercote CC 3rd XI,Bowl,North,Brian George,62,5,6,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,1,No,6,14,6,1,1,16,2.95,2.93,7.04,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,22,2,128,J Chapman,Sooraj Pradeep,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:20:38.787,0,Wolvercote CC 3rd XI,Bowl,North,Brian George,62,5,6,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,2,No,6,15,6,1,1,16,2.93,2.91,7.09,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,22,3,129,J Chapman,Sooraj Pradeep,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:20:57.907,0,Wolvercote CC 3rd XI,Bowl,North,Brian George,62,5,6,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,3,No,6,16,6,1,1,16,2.91,2.88,7.14,7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,22,4,130,J Chapman,Sooraj Pradeep,4,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:21:46.747,0,Wolvercote CC 3rd XI,Bowl,North,Brian George,66,5,6,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,4,No,6,17,10,1,1,16,2.88,3.05,7.19,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,22,5,131,J Chapman,Sooraj Pradeep,0,1,0,Bye,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:21:46.887,0,Wolvercote CC 3rd XI,Bowl,North,Brian George,67,5,6,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,5,No,6,18,10,1,1,16,3.05,3.07,7.07,7.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,22,6,132,Brian George,Sooraj Pradeep,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:22:51.89,0,Wolvercote CC 3rd XI,Bowl,North,J Chapman,67,5,7,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,6,No,6,17,8,1,1,17,3.07,3.05,7.08,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,23,1,133,J Chapman,Jon Timms,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:23:09.3,0,Wolvercote CC 3rd XI,Bowl,South,Brian George,67,5,6,2,1,1,,Andrew Coate,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,1,No,6,19,10,1,6,16,3.05,3.02,7.13,7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,23,2,134,J Chapman,Jon Timms,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:27:00.67,0,Wolvercote CC 3rd XI,Bowl,South,Brian George,67,5,6,2,1,1,,Andrew Coate,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,2,No,6,20,10,1,6,16,3.02,3.00,7.18,7.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,23,3,135,J Chapman,Jon Timms,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:27:18.983,0,Wolvercote CC 3rd XI,Bowl,South,Brian George,68,5,6,2,1,1,,Andrew Coate,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,3,No,6,21,11,1,6,16,3.00,3.02,7.24,7.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,23,4,136,Brian George,Jon Timms,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:27:47.08,0,Wolvercote CC 3rd XI,Bowl,South,J Chapman,68,5,7,2,1,1,,Andrew Coate,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,4,No,6,18,8,1,6,17,3.02,3.00,7.24,7.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,23,5,137,Brian George,Jon Timms,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:28:09.42,0,Wolvercote CC 3rd XI,Bowl,South,J Chapman,68,5,7,2,1,1,,Andrew Coate,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,5,No,6,19,8,1,6,17,3.00,2.98,7.30,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,23,6,138,Brian George,Jon Timms,1,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:28:31.047,0,Wolvercote CC 3rd XI,Bowl,South,J Chapman,69,5,7,2,1,1,,Andrew Coate,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,6,No,6,20,9,1,6,17,2.98,3.00,7.35,7.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,24,1,139,Brian George,Sooraj Pradeep,4,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:30:05.74,0,Wolvercote CC 3rd XI,Bowl,North,J Chapman,73,5,7,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,1,No,6,21,13,1,2,17,3.00,3.15,7.36,7.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,24,2,140,Brian George,Sooraj Pradeep,2,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:30:05.973,0,Wolvercote CC 3rd XI,Bowl,North,J Chapman,75,5,7,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,2,No,6,22,15,1,2,17,3.15,3.21,7.24,7.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,24,3,141,Brian George,Sooraj Pradeep,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:30:58.707,0,Wolvercote CC 3rd XI,Bowl,North,J Chapman,75,5,7,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,3,No,6,23,15,1,2,17,3.21,3.19,7.20,7.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolvercote CC 3rd XI v Harwell International CC 1st XI,31/08/2024,12:30,2,24,4,142,Brian George,Sooraj Pradeep,0,0,0,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,RHB,,20240831 17:31:24.523,0,Wolvercote CC 3rd XI,Bowl,North,J Chapman,75,5,7,2,1,1,,Raz White,Harwell International CC 1st XI won by 53 runs,Harwell International CC 1st XI,Wolvercote CC 3rd XI,Wolvercote CC 3rd XI,Harwell International CC 1st XI,Kennington,stephen.boag@gmail.com,,,,,,,Yes,4,No,6,24,15,1,2,17,3.19,3.17,7.26,7.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
